label,settings,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
-1,unlabel,10,991.9999996,12154,212.9999998,430.0000004,0.02,30.2,0.71,2.159999999,0.17,12.5,5.010000002,73.70000002,32.20000002,164.9999999,40.39999999,413.0000003,81.00000002
-1,unlabel,14.60000001,4058.999997,12388.00001,645.0000005,953.0000008,0.08,15.8,4.920000003,11.70000001,0.82,72.29999995,29.6,378.0000001,147.0000001,655,137,1246.999999,221.0000002
-1,unlabel,41.2,3826.000003,10520,195.9999998,319.9999998,0.05,2.699999999,4.920000003,12.80000001,0.43,72.70000002,27.2,356.9999999,131.0000001,610.9999997,117.0000001,1059.999999,183.0000001
-1,unlabel,8,158,6872.000003,164,205.9999998,0.02,20.06000001,13.91999999,25.12,4.519999996,99.60999998,32.13999997,372.0699998,117.78,461.2099999,90.97000006,781.6000005,112.0000001
-1,unlabel,18.36999999,2429.547834,20068.48259,154.91,251.2700001,0.06,3.780000001,3.42,7.370000002,0.550000001,45.72000003,15.62000002,192.66,66.51000003,319.93,56.34999995,518.5199996,88.35000003
-1,unlabel,8.999999991,3260.98804,1673.490761,453,512.9999999,0.870000001,18,10.5,20.00000002,0.95,112.0000001,36.99999999,392.9999997,134.9999998,544.0000004,101.0000001,864.9999991,158.9999999
-1,unlabel,9.659999991,4401.000004,11026,228,335.9999997,0.01,30.00000002,3.79,10.59999999,2.769999999,89.49999993,33.5,425,164,718.9999994,142.9999998,1262,228.9999998
-1,unlabel,11,2720,7359.000001,296,276,0.24,18.38,16.1,15.57999999,4.409999995,69.13999997,21.59999999,246.2399997,81.24000005,380.5800002,80,772.3000003,150.9999999
-1,unlabel,9.820000005,2759.259999,9162.360006,371.2799996,322.6,0.07,36.37,8.160000005,13.49999998,4.809999995,66.37000005,20.52999998,242.2400001,88.44999995,396.0100002,79.01000004,841.3499999,150.81
-1,unlabel,14.13,4581.459998,9672.549991,328.1900001,704.08,0.660000001,13.88,11.10000001,14.16999999,2.739999998,69.52999994,31.19000002,352.8500002,141.9999999,617.1900003,139.6799999,900.8700007,233.02
-1,unlabel,19.07,2220.910002,11332.56,188.3600001,213.9900001,0.02,2.629999997,6.079999996,12.43999999,0.35,68.66999994,22.39999998,237.9,77.35999999,289.1000002,52.78000001,428.3299998,72.14999993
-1,unlabel,12,2840.655579,8387,201.9999998,221.9999998,0.29,15.26000001,3.580000003,9.179999996,1.93,57.12000003,18.51000001,240.5599999,84.67999993,415.0000003,81.22999996,848.9999995,146.0000001
-1,unlabel,12.16,2386.699999,10139.11001,248.26,64.90000003,0.27,14.26000002,9.929999989,15.83000001,0.67,73.40999999,22.24999998,244.71,81.38000009,332.2099998,61.48000002,526.3100003,95.01999998
-1,unlabel,12.99999999,2403.000001,13354,446.9999999,1172.000001,0.45,3.970000002,4.45,10.07000001,0.99,53.78000001,19.43000002,232.0699999,78.17000001,333.0600002,65.50999993,638.1100005,105
-1,unlabel,4.399999995,1915.66,12614.88001,120.06,593.1699998,0.17,1.649999999,1.33,4.180000002,0.11,35.45999998,14.96999999,176.9,61.86000005,255.2,50.64,435.4300005,82.64000009
-1,unlabel,31.98999999,2026.100002,9811.039992,422.8299999,576.3099994,0.619999999,16.28999999,7.159999995,14.36,3.12,60.16000006,18.25000001,192.72,67.94999999,295.7699998,58.38000005,517.2999995,99.22000007
-1,unlabel,4.999999996,2520.13818,20017.69846,85.00000006,154.9999999,0.57,20.39999998,8.689999991,15.09999999,0.42,75.60000009,26,279.9999998,97.40000003,392,75.20000007,615.9999998,107.9999999
-1,unlabel,11.20000001,2896.000003,12038,839.0000003,741,0.08,65.70000007,8.599999995,15.09999999,1.459999999,70.10000001,23.20000001,274.0000001,103.0000001,458,98.20000005,896.9999999,170.9999998
-1,unlabel,12.4,3371.000004,11837.00001,194.9999998,344.0000003,0.03,2.890000002,5.089999996,13.19999999,0.41,73.70000002,26.8,311,115.9999999,514,100,902.9999993,168.0000001
-1,unlabel,2.219999998,2900.000001,14126,184.9999998,997.9999993,0.02,2.819999998,0.899999999,4.9,0.07,37.9,16.90000002,233.9999998,96.29999997,463,103.0000001,996.9999993,190.9999999
-1,unlabel,16.00000001,3487.999998,11291.99999,89.00000007,278.9999998,0.03,20.72,6.059999998,13.07000001,5.710000009,73.27000008,28.37999999,312.1799998,100.9399999,438.0000005,89.67000005,805.1699999,158
-1,unlabel,2.000000002,3383.000002,13903.00001,49.99999996,422.9999996,0.09,0.969999999,0.59,5.089999996,0.14,34.55000002,17.09000001,253.9499999,108.33,532.9100002,116.66,1177.640001,213.9999998
-1,unlabel,24.32000002,2708.65,14246.87999,522.8100001,653.9300004,0.96,54.13999995,9.110000001,8.599999995,0.94,36.84999998,16.74999999,209.7699999,89.09999999,387.03,83.21999991,696.6299997,156.3400001
-1,unlabel,8,1704.0067,26636.28267,390,322.0000002,0.909999999,100,5.29,8.740000007,2.880000001,39,11.79999999,128.9999999,45.8,200.9999998,40.49999998,394.0000002,78.99999995
-1,unlabel,2.000000002,2138.099722,22930.23829,291.9999997,506.0000002,0.21,17.60000001,1.26,2.42,0.32,19,8.109999996,120.9999999,51.80000003,269.9999999,64.70000005,623.0000005,131.9999999
-1,unlabel,5.389999998,3049.999998,11665,980.9999991,955.9999994,0.03,18.79999999,6.670000001,14.79999999,0.82,80.60000004,27.3,306.9999997,111.0000001,464.0000005,89.60000007,764.0000007,137
-1,unlabel,26.99999999,2353.689435,13755.85338,103.0000001,413.0000003,0.45,5.190000002,5.449999997,8.009999998,0.48,43.29999996,16.99999999,224.9999999,85.29999997,380.0000003,77.19999994,722.0000007,135.9999999
-1,unlabel,12.99999999,2398.748726,26368.84601,146.0000001,147.0000001,0.57,12.4,4.780000004,8.130000008,0.67,46.09999996,15.8,196.9999999,74.59999992,322.0000002,64.50000005,549.9999994,95.99999999
-1,unlabel,2.000000002,2971.000001,10584.99999,219.0000001,302,0.59,19.48999999,5.590000001,10.23000001,1.510000001,64.91999998,20.25000002,246.63,84.85999992,390.5200003,74.74000008,721.4199998,124
-1,unlabel,7,1614.506408,13878,293.9999997,488,0.04,22.05000001,2.489999999,4.999999996,2.07,28.54000001,10,120.1400001,49.77999997,241.0000002,61.08999998,660.9999993,146.0000001
-1,unlabel,10.85,2010.929999,11755.41,67.80000002,220.0799998,0.03,2.069999998,1.419999999,4.439999999,0.21,32.52000001,12.7,169.8,68.04000001,312.4399999,66.82999998,615.5799996,119.0099999
-1,unlabel,3.000000002,3089.999997,11735,234.9999999,364.9999996,0.05,3.880000004,2.059999998,6.840000004,0.66,56,20.64,268.9599999,99.1500001,428.9999998,87.59999997,774.1700002,147.9999999
-1,unlabel,6.609999993,2687.999998,13417.00001,297.9999999,385.0000004,0.04,10.9,5.309999999,10.5,0.92,57.79999994,20.39999998,246.9999999,93.39999995,419.9999996,86.49999991,785.0000005,152
-1,unlabel,9.900000009,4571.269995,12699.27,85.89000005,641.7099998,0.03,1.020000001,2.59,6.439999995,0.07,41.66999996,25.52,321.3000003,131.3,573.1699998,117.4,780.7300005,194.3200001
-1,unlabel,4.679999999,2736,14191.99998,115.9999999,641.0000007,0.03,2.170000001,0.990000001,3.379999998,0.15,33.89999998,15.59999999,221.9999998,92.39999995,446.9999999,99.00000009,962.9999997,184
-1,unlabel,7,2346.26534,26487.93878,56,260,0.17,0.8,1.33,2.559999998,0.16,36.49999996,15.89999999,201.9999998,78.99999995,344.9999999,71.79999996,620.9999997,112.9999999
-1,unlabel,12.99999999,1260.243154,27318.39209,76.99999997,95.99999999,0.31,3.880000004,5.460000004,8.410000004,1.600000001,31.50000002,9.939999991,111.0000001,36.89999999,152,29.5,264.0000001,47.00000001
-1,unlabel,7,3103.283841,16536.3031,105,453,0.19,1.149999999,1.2,4.48,0.28,46.3,21.29999998,290.0000001,111.0000001,495.9999994,100,850.9999998,161
-1,unlabel,8,1214.442561,28390.22138,155.9999999,196.9999999,0.16,14.60000001,1.729999999,4.460000003,1.08,22.10000002,7.450000004,87.30000006,30.49999998,135.9999999,28.80000002,281.0000001,53.00000005
-1,unlabel,35.26,3651.839997,8615.039995,239.8599998,123.44,0.06,3.320000002,7.130000002,13.91999999,1.980000001,80.20999994,28.90000002,361.66,132.0199999,540.4999996,100.59,835.8400001,150.97
-1,unlabel,11.57999999,2481.579998,10669.6,190.9999999,279.8199998,0.77,4.889999999,6.079999996,8.75,0.76,51.37000003,17.13,217.0400001,81.40000002,368.1300001,72.58999993,737.6700006,127.6400001
-1,unlabel,6.299999993,2528.999998,11097,302,474.0000004,0.03,16.4,2.619999998,7.499999993,0.909999999,47.60000003,15.49999999,210.0000001,75.99999995,360.0000002,65.29999996,681.0000001,110
-1,unlabel,13.7,2377.999998,12381.00001,184.9999998,382.0000001,0.18,3.199999998,3.100000001,8.329999992,0.29,52.69999997,18.59999999,232.0000001,82.99999993,355,69.09999994,617.9999999,114.9999999
-1,unlabel,3.800000003,2429.440001,11994.84999,108.89,655.1199998,0.21,4.309999998,1.870000002,4.22,1.620000002,31.13000002,13.97,192.4599998,80.52999998,397.5799997,91.92000007,917.9499996,186.9599998
-1,unlabel,4.999999996,107.9999999,6715.999993,111.0000001,177.9999999,0.02,31.84,7.730000001,15.69000001,2.760000002,67.12999997,24.59000001,335.1800003,118.5600001,508.8000004,106.95,1030.3,146.0000001
-1,unlabel,10,2639.571363,8511.000009,117.0000001,166,0.02,13.63000001,2.549999997,4.720000004,1.310000001,35.66999997,13.30999999,189.9700001,76.85999998,401.9999999,81.78999996,920.9999996,164
-1,unlabel,2.000000002,1611.258869,10898.00001,296,520.0000004,0.03,30.32999998,1.039999999,2.59,0.940000001,20.42000001,7.430000004,105.8000001,42.28000004,236,53.19999996,658.0000006,128.0000001
-1,unlabel,50.19999998,2371,11693.00001,313.9999999,667.9999993,0.04,19.20000001,0.919999999,4.600000003,0.72,31.9,11.89999999,173.9999999,66.00000007,349.9999997,74.00000005,838.0000007,137
-1,unlabel,7.100000005,2306,11553.99999,432.0000002,327.0000003,0.02,21.70000001,4.029999999,7.599999995,0.68,49.80000003,16.1,206.9999998,70,322.0000002,61.59999998,634.0000002,98.00000007
-1,unlabel,7,1296.457212,19524.05291,237,281.0000001,0.28,24.10000002,6.069999999,11,1.680000001,39.2,11.49999999,120,40.69999998,169.9999999,34.40000003,335,69.00000004
-1,unlabel,15.49999999,2481.999999,12348.00001,244.9999998,248.9999999,0.03,33.00000001,6.980000006,12.89999999,0.629999999,61.7,21.09999999,245.9999999,90.60000007,397.0000002,82.80000004,759.0000002,141.9999999
-1,unlabel,15,2676.999999,11038.99999,344.9999999,655,0.05,1.779999999,4.840000004,12.14000001,0.26,63.40999997,22.49999999,258.1599998,92.37000008,396.6500003,77.14000008,690.7600003,126
-1,unlabel,4.37,2662.379999,7583.810001,302.9899999,320.2800001,0.24,18.31999999,6.389999998,11.96000001,4.810000006,59.13999997,20.21999999,236.02,91.33999994,420.2599998,92.65000007,909.3499997,185.83
-1,unlabel,21.98,1970.93,11253.67,162.5200001,908.6500002,0.23,2.76,1.93,4.160000004,0.09,30.22999999,12.34000001,164.8600002,66.02,312.1699997,67.65999993,620.2300002,123.38
-1,unlabel,3.389999998,2530.999999,13744.99999,112.9999999,594,0.03,2.740000001,0.64,4.09,0.16,31.69999998,14.29999998,205,83.7,415.0000003,90.3999999,864.9999991,169.9999999
-1,unlabel,12.99999999,1437,13652.00001,430.9999998,1383,0.17,2.559999998,3.069999997,8.459999999,0.77,47.45000003,15.36999998,163.6900001,44.08000002,161.27,30.20999998,273.7400001,41.99999996
-1,unlabel,11,110,11687,169.9999999,438.0000005,0.01,6.299999993,2.23,5.769999998,0.5,34.03999997,12.96000001,187.18,68.71000007,328.6500003,75.07000002,764.3000007,125
-1,unlabel,3.000000002,2055.999998,12153,221.0000002,483.0000003,0.19,7.619999994,1.569999999,3.529999997,0.36,29.08999998,11.63000001,170.8200002,61.58000006,303.1700002,66.12000002,641.4199993,125
-1,unlabel,12,1200.184603,27741.69732,240.0000002,243.0000002,0.11,34.1,4.22,6.969999998,2.02,24.10000002,7.520000007,79.69999993,29.29999998,131.0000001,26.29999997,262.9999997,54.00000002
-1,unlabel,4.940000001,1782.769999,11881.76999,83.58000004,373.0000002,0.02,0.84,2.3,7.010000001,1.549999999,49.84000004,17.01000002,181.2099998,60.09,239.9900001,45.06999999,385.5199997,71.19000001
-1,unlabel,3.49,4265.02,11552.29001,174.3199999,296.6399997,0.01,40.48000002,1.24,4.259999999,0.870000001,37.31999999,20.14999998,276.7500003,124.7299999,622.9100001,142.6299999,1062.480001,298.7200003
-1,unlabel,5.360000004,3526.539998,11674.73999,100.73,375.3999998,0.02,1.479999999,2.190000001,5.590000001,0.2,40.23000004,20.77000002,249.2299997,108.3999999,492.5000002,104.21,688.3399992,187.4100001
-1,unlabel,12,2910,10723.99999,16.99999999,754.0000002,0.04,11.77,4.970000003,11.35999999,1.579999998,55.40999998,21.58999998,252.4600001,93.28999998,415.1100003,82.89000007,791.2699994,147.9999999
-1,unlabel,3.000000002,831.6003779,28758.0399,61.99999993,170.9999998,0.12,4.27,0.4,0.650000001,0.32,5.389999998,2.269999999,31.30000003,14.00000001,74.19999995,17.60000001,195.9999998,47.00000001
-1,unlabel,12.6,3017.999997,11465.99999,243.0000002,413.0000003,0.02,2.73,4.940000001,11.89999999,0.54,71.99999993,26.09999998,312,113.9999999,470.9999999,91.89999992,787.9999991,137
-1,unlabel,8.900000007,3033.999997,11523,859.9999995,1231,0.01,32.70000003,1.699999999,4.950000001,0.21,41.39999999,16.49999999,240.0000002,85.99999995,415.0000003,76.99999997,785.0000005,113.9999999
-1,unlabel,9.350000003,1826.05,11840.85999,82.16000008,213.3699999,0.02,1.339999999,1.66,3.950000003,0.06,30.00999997,11.42999999,150.9000001,60.1,272.6399999,57.41000002,521.4399999,101.54
-1,unlabel,8.500000006,2123.999998,9540.000007,101.0000001,190.9999999,0.04,9.699999994,11.37000001,21.80000002,0.700000001,80.40000005,23.42000001,268.7999998,82.59999994,329.6,69.00000004,633,78.99999995
-1,unlabel,14.89999999,2699.999999,8654.000003,891.9999992,1357.000001,0.1,33.00000001,3.049999998,7.699999997,1.079999999,46.79999999,15.8,212.9999998,78.00000006,371.0000003,72.99999998,769.0000004,120.9999999
-1,unlabel,5.999999995,524.9999995,15514,110,296,0.02,2.509999997,3.19,9.989999995,1.9,40.40999996,15.06,181.5900002,50.60999996,179.9599998,31.40999997,213.8000001,39.99999997
-1,unlabel,7,975.5413086,27621.79362,85.00000006,155.9999999,0.19,12.99999999,1.509999999,3.259999999,0.81,13.10000001,4.35,52.00000004,20.3,98.30000004,20.89999999,220.0000001,47.99999996
-1,unlabel,7,150,8730.999996,164,195.9999998,0.01,9.820000005,3.600000002,8.060000004,3.08,44.9,17.80999998,249.6999998,90.49999996,406.7399997,85.88000005,855.4000002,134.9999998
-1,unlabel,12,2075.045027,24408.55873,68.00000005,91.99999993,0.12,14.79999999,3.780000001,6.629999994,2.389999997,38.7,12.6,148.9999999,56.20000006,260,52.00000004,463,89.99999991
-1,unlabel,3.999999997,2534.000003,12585.99999,354,610,0.02,2.69,1.58,3.750000002,0.35,28.96999999,13.08,187.1000002,77.47000001,383.1400001,77.50000009,798.15,147.0000001
-1,unlabel,3.999999997,2049.2175,7781.999992,107.0000001,243.0000002,0.02,19.24000001,1.530000001,3.600000002,2.549999997,26.97999998,10.96,148.98,63.71999998,328.0000002,80.35999999,868.9999991,184
-1,unlabel,8,1702.747546,11859.68694,87.99999997,337.9999998,0.27,0.68,2.000000002,6.450000005,0.42,57.90000004,22.19999998,248.0000001,81.90000005,313.0000003,59.10000002,486.9999998,89.00000007
-1,unlabel,1.600000001,3835.670002,7962.700005,401.4499998,672.5400007,0.03,70.25000007,3.55,11.11,0.95,83.78,29.35999998,370.9899997,139.73,585.9799994,111.7500001,945.9299994,169.2699999
-1,unlabel,6.410000007,2163.999998,13017.99999,125,501.9999998,0.11,3.710000003,1.449999999,3.889999997,0.16,35.80000003,13.79999999,187.9999999,72.79999995,347.0000002,75.80000006,721.0000005,138.9999999
-1,unlabel,10,1938.250533,18947.55808,150.9999999,312,0.13,9.579999998,3.199999998,6.450000005,0.880000001,37.20000001,13.89999999,158,57.90000004,271.0000001,54.60000004,499.9999996,101.0000001
-1,unlabel,11.10000001,2410.000002,10625.00001,373.0000002,815.0000005,0.04,15.2,6.259999997,12.09999999,0.379999999,61.19999998,19.89999998,243.0000002,83.7,371.0000003,67.80000002,596.9999998,99.39999991
-1,unlabel,10,1220.085652,28406.80317,188.9999999,194,0.31,20.09999998,3.209999997,4.359999997,0.67,18.2,5.839999998,67.89999996,25.9,122.9999999,26.29999997,252.9999999,49.99999996
-1,unlabel,5.999999995,1127,15083,325.9999999,490.9999999,0.7,12.38999999,6.629999994,3.9,0.82,16.56999998,6.209999997,87.76000009,33.62999998,173.95,46.03000001,506.7099997,103.0000001
-1,unlabel,12,1656.180344,26400.73197,335,358.0000003,0.16,6.529999996,3.160000003,4.609999996,1.189999999,22.69999999,8.180000006,100,42.7,197.9999999,40.79999999,382.0000001,75.99999995
-1,unlabel,10,125,8361.999996,187.9999999,228,0.08,14.73000001,8.599999995,11.52,2.149999998,54.51,19.76999999,257.4899999,93.42000001,417.1900001,86.2200001,867.1999996,128.0000001
-1,unlabel,8.999999991,427,6586.999993,96.99999994,103.9999999,0.02,14.41000001,11.27,15.57999999,0.999999999,62.47000001,20.96999998,246.0399998,81.33999999,333.6299996,69.77999998,639.4000001,103.9999999
-1,unlabel,12.29999999,2323.000001,11324.00001,256.9999998,261.9999998,0.12,5.049999999,5.370000004,11.89999999,0.7,64.30000001,21.59999999,228.9999998,82.80000004,344.9999999,67.70000005,615.0000003,117.0000001
-1,unlabel,19,1525.543546,18650.94322,62.99999993,261.9999998,0.27,1.870000002,1.589999999,3.820000001,0.18,24.30000002,8.949999993,117.9999999,46.20000005,215.9999999,45.20000002,456.0000004,87.99999997
-1,unlabel,9.47,2109.999999,11510.00001,296.9999998,437,0.11,6.939999993,5.869999997,12.5,1.5,67.70000005,20.3,217.0000001,73.19999999,296,56.89999995,492.0000003,89.99999991
-1,unlabel,8.890000001,2246.999998,12777.00001,111.0000001,483.0000003,0.04,2.900000001,1.949999998,5.750000004,0.25,39.99999997,15.8,201.9999998,75.99999995,346.0000002,71.79999996,681.0000001,127
-1,unlabel,12.20000001,1717.440002,11045.77,168.3400001,351.6099999,0.04,2.609999998,1.569999999,4.329999996,0.1,30.30000003,11.57,143.8299999,56.85999995,255.9300002,52.07000004,459.2900003,86.59000007
-1,unlabel,23.59000001,1602.800001,13397.14001,276.19,489.7700004,0.919999999,30.06999999,7.850000005,5.739999995,0.960000001,19.37000001,9.08000001,119.0700001,51.98999995,249.59,54.56000004,470.3800002,105.5000001
-1,unlabel,5.670000001,2520.000001,12576.00001,256.9999998,619.9999993,0.19,6.619999993,2.6,6.17,0.35,47.50000004,18.70000002,232.0000001,85.70000002,390.9999996,82.20000009,729.9999998,140.0000001
-1,unlabel,11.01,2300.40178,5699.340958,191.4699999,622.0899997,0.14,1.989999998,3.030000003,6.619999993,0.09,44.57999999,16.02000001,201.4099998,72.86000002,345.3400003,60.88999999,547.96,92.38000002
-1,unlabel,10.06000001,1640.420002,11584.62999,55.20999998,193.8399999,0.06,2.569999998,1.389999999,3.320000002,0.29,26.08999999,10.36999999,136.65,54.97,256.29,54.24000002,500.3399997,96.40000002
-1,unlabel,4.999999996,1014.115067,13979.99999,115.9999999,449,0.03,14.15,0.719999999,2.000000002,1.18,15.02000001,5.520000003,70.13000002,29.82999998,150,37.88999998,428.9999998,103.9999999
-1,unlabel,8.999999991,1061.249643,28479.32581,65.00000005,107.9999999,0.19,11.29999999,1.079999999,3.010000003,0.629999999,13.49999998,4.520000002,55.90000001,21.80000002,105,22.3,215.9999999,43.99999995
-1,unlabel,6.55,1642.580002,12030.03999,72.83999998,234.8400002,0.01,1.189999999,1.58,4.950000001,0.21,38.14999997,14.60000001,166.6,54.35999999,204.1000001,36.80999996,288.0099999,50.69999996
-1,unlabel,5.309999999,2147.670002,11154.39999,212.7100002,699.2399998,0.09,2.880000002,2.190000001,5.809999995,0.48,41.68999999,15.66999998,193.05,73.90999995,336.5000003,70.72,648.7100004,124.41
-1,unlabel,6.830000005,2392.720001,10179.58999,285.5799998,392.0800004,0.09,43.07000002,4.17,8.270000009,0.24,46.78999998,16.85999999,215.2700001,82.89000007,370.3099999,75.67999993,667.2300003,125.3800001
-1,unlabel,10,1442.476216,9545.999999,176.9999999,275.0000001,0.14,22.23000002,1.690000002,3.310000002,1.500000001,20.06000001,6.900000004,93.94000003,37.87999997,213.9999998,47.47999997,598.9999995,117.9999999
-1,unlabel,6.900000004,1400.000001,14260.00002,110,1250,0.06,1.120000001,1.27,4.53,0.05,31.39999999,14.72,179,46.90000003,162.9999998,34.1,319,36.99999999
-1,unlabel,12.09,1228.110001,11788.43999,72.29999995,360.7199998,0.61,3.55,3.000000002,5.520000003,0.16,32.58,11.47,122.5500001,40.58000003,165.84,32.41,284.5700001,53.27999998
-1,unlabel,31.00000001,1864.93188,9811.000006,245.9999999,301.0000003,0.05,22.44999998,1.859999999,4.049999998,2.249999999,29.58999999,10.55000001,136.7799999,56.57999998,281.0000001,66.48000003,715.0000003,147.9999999
-1,unlabel,5.999999995,2600,12185.00001,70,146.0000001,0.03,4.560000004,4.620000005,8.909999999,0.16,44.72000001,18.42999999,218.7,80.04000001,360.6500004,75.36000004,733.8699992,131.0000001
-1,unlabel,4.999999996,2761.999998,13336.99999,41.00000003,1293,0.2,0.8,0.789999999,3.960000001,0.04,31.77000001,15.64000001,227.0999999,81.62999991,362.8999998,80.93999999,716.1900004,128.9999999
-1,unlabel,2.000000002,1970.999999,9839.00001,291.9999997,852.9999997,0.02,57.78000007,5.890000003,10.64,3.610000005,42.39000004,13.39,163.2800001,64.18000004,295.7699998,60.34000002,648.4300007,126
-1,unlabel,15,1135.804858,28592.54775,46.00000003,74.99999993,0.28,12.20000001,2.699999999,3.699999999,1.600000001,17.39999999,5.659999998,69.80000006,25.8,117.0000001,24.39999998,221.9999998,43.00000004
